Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,exposure,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,LINE,Organism,Platform,ReleaseDate,Sample Name,sex,source_name,SRA Study
SRR16502430,RNA-Seq,125,2167215000,PRJNA773066,SAMN22427041,981248488,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX12705276,10% EtOH in growth media,GSM5641204,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,306,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641204,female,Whole fly,SRP342318
SRR16502431,RNA-Seq,125,2004696875,PRJNA773066,SAMN22427042,943906737,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX12705277,10% EtOH in growth media,GSM5641205,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,306,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641205,male,Whole fly,SRP342318
SRR16502432,RNA-Seq,125,2224930875,PRJNA773066,SAMN22427045,1063807482,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX12705278,10% EtOH in growth media,GSM5641206,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,306,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641206,male,Whole fly,SRP342318
SRR16502433,RNA-Seq,125,2365587375,PRJNA773066,SAMN22427046,1099408838,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX12705279,10% EtOH in growth media,GSM5641207,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,313,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641207,female,Whole fly,SRP342318
SRR16502434,RNA-Seq,125,2176237375,PRJNA773066,SAMN22427047,980329236,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX12705280,10% EtOH in growth media,GSM5641208,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,313,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641208,female,Whole fly,SRP342318
SRR16502435,RNA-Seq,125,1867742875,PRJNA773066,SAMN22427048,904642415,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX12705281,10% EtOH in growth media,GSM5641209,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,313,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641209,male,Whole fly,SRP342318
SRR16502436,RNA-Seq,125,2244316125,PRJNA773066,SAMN22427049,1073591669,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX12705282,10% EtOH in growth media,GSM5641210,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,313,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641210,male,Whole fly,SRP342318
SRR16502437,RNA-Seq,125,2162585625,PRJNA773066,SAMN22427050,992759252,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX12705283,10% EtOH in growth media,GSM5641211,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,315,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641211,female,Whole fly,SRP342318
SRR16502438,RNA-Seq,125,2181343625,PRJNA773066,SAMN22427043,1013471803,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX12705284,10% EtOH in growth media,GSM5641212,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,315,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641212,female,Whole fly,SRP342318
SRR16502439,RNA-Seq,125,1897207500,PRJNA773066,SAMN22427044,883512229,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX12705285,10% EtOH in growth media,GSM5641213,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,315,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641213,male,Whole fly,SRP342318
SRR16502440,RNA-Seq,125,2091211375,PRJNA773066,SAMN22427051,1006230451,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX12705286,10% EtOH in growth media,GSM5641214,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,315,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641214,male,Whole fly,SRP342318
SRR16502441,RNA-Seq,125,2663316500,PRJNA773066,SAMN22427052,1240477906,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX12705287,10% EtOH in growth media,GSM5641215,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,318,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641215,female,Whole fly,SRP342318
SRR16502442,RNA-Seq,125,2118356000,PRJNA773066,SAMN22427053,959593827,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX12705288,10% EtOH in growth media,GSM5641216,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,318,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641216,female,Whole fly,SRP342318
SRR16502443,RNA-Seq,125,1955662625,PRJNA773066,SAMN22427054,934145688,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX12705289,10% EtOH in growth media,GSM5641217,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,318,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641217,male,Whole fly,SRP342318
SRR16502444,RNA-Seq,125,2213080000,PRJNA773066,SAMN22427055,1060248075,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX12705290,10% EtOH in growth media,GSM5641218,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,318,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641218,male,Whole fly,SRP342318
SRR16502445,RNA-Seq,125,2281716625,PRJNA773066,SAMN22426829,1056724943,GEO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX12705291,10% EtOH in growth media,GSM5641219,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,320,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641219,female,Whole fly,SRP342318
SRR16502446,RNA-Seq,125,2083741000,PRJNA773066,SAMN22426830,944887074,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX12705292,10% EtOH in growth media,GSM5641220,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,320,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641220,female,Whole fly,SRP342318
SRR16502447,RNA-Seq,125,2106492125,PRJNA773066,SAMN22426831,986072959,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX12705293,10% EtOH in growth media,GSM5641221,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,320,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641221,male,Whole fly,SRP342318
SRR16502448,RNA-Seq,125,2772188000,PRJNA773066,SAMN22426833,1325756414,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX12705294,10% EtOH in growth media,GSM5641222,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,320,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641222,male,Whole fly,SRP342318
SRR16502449,RNA-Seq,125,1736218375,PRJNA773066,SAMN22426834,800068461,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX12705295,10% EtOH in growth media,GSM5641223,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,324,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641223,female,Whole fly,SRP342318
SRR16502450,RNA-Seq,125,1956404375,PRJNA773066,SAMN22426836,877179975,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX12705296,10% EtOH in growth media,GSM5641224,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,324,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641224,female,Whole fly,SRP342318
SRR16502451,RNA-Seq,125,2118286500,PRJNA773066,SAMN22426838,1000340436,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX12705297,10% EtOH in growth media,GSM5641225,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,324,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641225,male,Whole fly,SRP342318
SRR16502452,RNA-Seq,125,1904054375,PRJNA773066,SAMN22426840,883915949,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX12705298,10% EtOH in growth media,GSM5641226,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,324,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641226,male,Whole fly,SRP342318
SRR16502453,RNA-Seq,125,1787026125,PRJNA773066,SAMN22426841,839867764,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX12705299,10% EtOH in growth media,GSM5641227,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,335,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641227,female,Whole fly,SRP342318
SRR16502454,RNA-Seq,125,1840855625,PRJNA773066,SAMN22426842,828327123,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX12705300,10% EtOH in growth media,GSM5641228,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,335,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641228,female,Whole fly,SRP342318
SRR16502455,RNA-Seq,125,2099942125,PRJNA773066,SAMN22426843,998851705,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX12705301,10% EtOH in growth media,GSM5641229,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,335,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641229,male,Whole fly,SRP342318
SRR16502456,RNA-Seq,125,1943583625,PRJNA773066,SAMN22426844,892803648,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX12705302,10% EtOH in growth media,GSM5641230,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,335,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641230,male,Whole fly,SRP342318
SRR16502457,RNA-Seq,125,1834502750,PRJNA773066,SAMN22426846,853507574,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX12705303,10% EtOH in growth media,GSM5641231,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,340,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641231,female,Whole fly,SRP342318
SRR16502458,RNA-Seq,125,1881432875,PRJNA773066,SAMN22426847,839143849,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX12705304,10% EtOH in growth media,GSM5641232,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,340,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641232,female,Whole fly,SRP342318
SRR16502459,RNA-Seq,125,1923372375,PRJNA773066,SAMN22426849,913253193,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX12705305,10% EtOH in growth media,GSM5641233,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,340,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641233,male,Whole fly,SRP342318
SRR16502460,RNA-Seq,125,1934019125,PRJNA773066,SAMN22426851,888469784,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX12705306,10% EtOH in growth media,GSM5641234,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,340,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641234,male,Whole fly,SRP342318
SRR16502461,RNA-Seq,125,2112568250,PRJNA773066,SAMN22426852,978713760,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX12705307,10% EtOH in growth media,GSM5641235,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,355,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641235,female,Whole fly,SRP342318
SRR16502462,RNA-Seq,125,1890199750,PRJNA773066,SAMN22426853,845494658,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX12705308,10% EtOH in growth media,GSM5641236,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,355,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641236,female,Whole fly,SRP342318
SRR16502463,RNA-Seq,125,1995073125,PRJNA773066,SAMN22426854,945872264,GEO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX12705309,10% EtOH in growth media,GSM5641237,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,355,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641237,male,Whole fly,SRP342318
SRR16502464,RNA-Seq,125,1860509125,PRJNA773066,SAMN22426855,854290979,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX12705310,10% EtOH in growth media,GSM5641238,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,355,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641238,male,Whole fly,SRP342318
SRR16502465,RNA-Seq,125,2111992875,PRJNA773066,SAMN22426856,969943248,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX12705311,10% EtOH in growth media,GSM5641239,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,358,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641239,female,Whole fly,SRP342318
SRR16502466,RNA-Seq,125,2059724500,PRJNA773066,SAMN22426857,926669316,GEO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX12705312,10% EtOH in growth media,GSM5641240,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,358,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641240,female,Whole fly,SRP342318
SRR16502467,RNA-Seq,125,2137610375,PRJNA773066,SAMN22426865,1016490857,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX12705313,10% EtOH in growth media,GSM5641241,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,358,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641241,male,Whole fly,SRP342318
SRR16502468,RNA-Seq,125,2031400750,PRJNA773066,SAMN22426858,931039241,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX12705314,10% EtOH in growth media,GSM5641242,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,358,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641242,male,Whole fly,SRP342318
SRR16502469,RNA-Seq,125,2084741125,PRJNA773066,SAMN22426859,970249783,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX12705315,10% EtOH in growth media,GSM5641243,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,360,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641243,female,Whole fly,SRP342318
SRR16502470,RNA-Seq,125,1886373500,PRJNA773066,SAMN22426860,842606288,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX12705316,10% EtOH in growth media,GSM5641244,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,360,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641244,female,Whole fly,SRP342318
SRR16502471,RNA-Seq,125,2098490500,PRJNA773066,SAMN22426861,987894470,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX12705317,10% EtOH in growth media,GSM5641245,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,360,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641245,male,Whole fly,SRP342318
SRR16502472,RNA-Seq,125,1939406875,PRJNA773066,SAMN22426862,888444851,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX12705318,10% EtOH in growth media,GSM5641246,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,360,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641246,male,Whole fly,SRP342318
SRR16502473,RNA-Seq,125,2010409500,PRJNA773066,SAMN22426863,933360159,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX12705319,10% EtOH in growth media,GSM5641247,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,362,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641247,female,Whole fly,SRP342318
SRR16502474,RNA-Seq,125,2002713750,PRJNA773066,SAMN22426864,895436974,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX12705320,10% EtOH in growth media,GSM5641248,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,362,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641248,female,Whole fly,SRP342318
SRR16502475,RNA-Seq,125,2191514500,PRJNA773066,SAMN22426866,1037493593,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX12705323,10% EtOH in growth media,GSM5641249,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,362,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641249,male,Whole fly,SRP342318
SRR16502476,RNA-Seq,125,2209142375,PRJNA773066,SAMN22426867,1014394482,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX12705324,10% EtOH in growth media,GSM5641250,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,362,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641250,male,Whole fly,SRP342318
SRR16502477,RNA-Seq,125,2018719750,PRJNA773066,SAMN22426868,927571880,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX12705325,10% EtOH in growth media,GSM5641251,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,365,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641251,female,Whole fly,SRP342318
SRR16502478,RNA-Seq,125,2084392125,PRJNA773066,SAMN22426869,931116052,GEO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX12705326,10% EtOH in growth media,GSM5641252,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,365,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641252,female,Whole fly,SRP342318
SRR16502479,RNA-Seq,125,2444805250,PRJNA773066,SAMN22426870,1155867100,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX12705327,10% EtOH in growth media,GSM5641253,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,365,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641253,male,Whole fly,SRP342318
SRR16502480,RNA-Seq,125,2001192000,PRJNA773066,SAMN22426871,917789479,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX12705328,10% EtOH in growth media,GSM5641254,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,365,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641254,male,Whole fly,SRP342318
SRR16502481,RNA-Seq,125,2040399875,PRJNA773066,SAMN22426872,944480681,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX12705329,10% EtOH in growth media,GSM5641255,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,367,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641255,female,Whole fly,SRP342318
SRR16502482,RNA-Seq,125,1969860625,PRJNA773066,SAMN22426873,890901253,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX12705330,10% EtOH in growth media,GSM5641256,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,367,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641256,female,Whole fly,SRP342318
SRR16502483,RNA-Seq,125,2186390375,PRJNA773066,SAMN22426874,1049366160,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX12705331,10% EtOH in growth media,GSM5641257,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,367,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641257,male,Whole fly,SRP342318
SRR16502484,RNA-Seq,125,2310921250,PRJNA773066,SAMN22426875,1080662628,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX12705332,10% EtOH in growth media,GSM5641258,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,367,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641258,male,Whole fly,SRP342318
SRR16502485,RNA-Seq,125,2026113875,PRJNA773066,SAMN22426876,944586112,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX12705333,10% EtOH in growth media,GSM5641259,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,370,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641259,female,Whole fly,SRP342318
SRR16502486,RNA-Seq,125,2160215125,PRJNA773066,SAMN22426877,964549787,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX12705334,10% EtOH in growth media,GSM5641260,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,370,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641260,female,Whole fly,SRP342318
SRR16502487,RNA-Seq,125,2238435500,PRJNA773066,SAMN22426878,1069524085,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX12705335,10% EtOH in growth media,GSM5641261,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,370,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641261,male,Whole fly,SRP342318
SRR16502488,RNA-Seq,125,2049261875,PRJNA773066,SAMN22426879,938350060,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX12705336,10% EtOH in growth media,GSM5641262,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,370,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641262,male,Whole fly,SRP342318
SRR16502489,RNA-Seq,125,2346382750,PRJNA773066,SAMN22426880,1088911487,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX12705337,10% EtOH in growth media,GSM5641263,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,371,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641263,female,Whole fly,SRP342318
SRR16502490,RNA-Seq,125,1997170750,PRJNA773066,SAMN22426881,890360969,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX12705338,10% EtOH in growth media,GSM5641264,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,371,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641264,female,Whole fly,SRP342318
SRR16502491,RNA-Seq,125,2043026750,PRJNA773066,SAMN22426882,969000124,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX12705339,10% EtOH in growth media,GSM5641265,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,371,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641265,male,Whole fly,SRP342318
SRR16502492,RNA-Seq,125,1717379000,PRJNA773066,SAMN22426883,798967643,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX12705340,10% EtOH in growth media,GSM5641266,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,371,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641266,male,Whole fly,SRP342318
SRR16502493,RNA-Seq,125,2557114500,PRJNA773066,SAMN22426884,1190437607,GEO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX12705341,10% EtOH in growth media,GSM5641267,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,374,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641267,female,Whole fly,SRP342318
SRR16502494,RNA-Seq,125,1966394000,PRJNA773066,SAMN22426885,884327315,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX12705342,10% EtOH in growth media,GSM5641268,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,374,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641268,female,Whole fly,SRP342318
SRR16502495,RNA-Seq,125,2015677125,PRJNA773066,SAMN22426886,964165762,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX12705343,10% EtOH in growth media,GSM5641269,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,374,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641269,male,Whole fly,SRP342318
SRR16502496,RNA-Seq,125,2382074625,PRJNA773066,SAMN22426887,1093044498,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX12705344,10% EtOH in growth media,GSM5641270,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,374,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641270,male,Whole fly,SRP342318
SRR16502497,RNA-Seq,125,2288842750,PRJNA773066,SAMN22426888,1070150106,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX12705345,10% EtOH in growth media,GSM5641271,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,375,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641271,female,Whole fly,SRP342318
SRR16502498,RNA-Seq,125,2037933125,PRJNA773066,SAMN22426889,908463985,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX12705346,10% EtOH in growth media,GSM5641272,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,375,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641272,female,Whole fly,SRP342318
SRR16502499,RNA-Seq,125,2228525375,PRJNA773066,SAMN22426890,1054511077,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX12705347,10% EtOH in growth media,GSM5641273,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,375,Drosophila melanogaster,ILLUMINA,2022-03-18T00:00:00Z,GSM5641273,male,Whole fly,SRP342318
